"Term ID",Name,URL,"Deletion Status"
147976,"TriStar Motorsports",https://stg.thedrive.com/tags/tristar-motorsports,
148013,"trophy girl",https://stg.thedrive.com/tags/trophy-girl,
148035,"truck nuts",https://stg.thedrive.com/tags/truck-nuts,
148038,"Truck Review",https://stg.thedrive.com/tags/truck-review,
148376,"UAW Strike",https://stg.thedrive.com/tags/uaw-strike,
148453,"ultima gt-r",https://stg.thedrive.com/tags/ultima-gt-r,
148556,"University of South Carolina",https://stg.thedrive.com/tags/university-of-south-carolina,
148557,"University of Virginia",https://stg.thedrive.com/tags/university-of-virginia,
148610,uptis,https://stg.thedrive.com/tags/uptis,
148731,"USNS Alaska",https://stg.thedrive.com/tags/usns-alaska,
148893,"USS Recine",https://stg.thedrive.com/tags/uss-recine,
